OTU	Aggregatibacter aphrophilus NJ8700	Alicycliphilus denitrificans BC	Bacteroidetes oral taxon 274 str. F0058	Campylobacter gracilis RM3268	Campylobacter rectus RM3267	Candidatus Saccharimonas aalborgensis	Capnocytophaga gingivalis ATCC 33624	Capnocytophaga granulosa ATCC 51502	Capnocytophaga ochracea DSM 7271	Capnocytophaga sputigena ATCC 33612	Cardiobacterium hominis ATCC 15826	Dialister invisus DSM 15470	Eikenella corrodens CC92I	Elizabethkingia anophelis NUHP1	Eubacterium brachy ATCC 33089	Eubacterium saphenum ATCC 49989	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	Granulicatella adiacens ATCC 49175	Haemophilus parainfluenzae T3T1	Kingella denitrificans ATCC 33394	Lautropia mirabilis ATCC 51599	Leptotrichia buccalis C-1013-b	Mogibacterium sp. CM50	Neisseria elongata subsp. glycolytica ATCC 29315	Neisseria sicca ATCC 29256	Parvimonas micra ATCC 33270	Parvimonas sp. oral taxon 110 str. F0139	Porphyromonas endodontalis ATCC 35406	Porphyromonas gingivalis W83	Prevotella oris C735	Pseudopropionibacterium propionicum F0230a	Rothia aeria	Rothia dentocariosa ATCC 17931	Selenomonas sputigena ATCC 35185	Streptococcus mitis bv. 2 str. F0392	Streptococcus oralis Uo5	Streptococcus sanguinis SK36	Tannerella forsythia 92A2	Thermovirga lienii DSM 17291	Treponema denticola ATCC 35405	Treponema maltophilum ATCC 51939	Treponema medium ATCC 700293	Treponema socranskii subsp. paredis ATCC 35535	Treponema sp. OMZ 838	Veillonella parvula DSM 2008
Haemophilus parainfluenzae T3T1	0.2912033650004367	-0.018532693178241987	-0.3189628573375305	-0.1382318629943533	-0.34624352269462233	-0.29030624836126606	0.2847691134292159	0.18372335883325608	0.13389570812821075	0.2090891979585358	0.3711733047152	-0.3148652560594137	0.20153034799714398	0.3774753288369125	-0.39505882608895304	-0.4551652510752965	-0.19544562312995206	0.1644547020988184	-0.29634167320033744	0.24916162288308347	1.0	0.22181346810087144	0.3087265210155739	0.0984067760555844	-0.3386018681217793	0.37131835642061684	0.3788612067795373	-0.27791206519947076	-0.1435020722236392	-0.3582723946376194	-0.23306594075313047	0.019003763607850686	0.21258656594352332	0.35074778718817323	0.26374061695628004	-0.3666763020582291	0.2435796848198013	0.5818826550876486	0.5033669494332177	-0.3714918963009866	-0.4343537354219922	-0.2578904235870515	-0.3278239435090796	-0.3376572648892311	-0.40422175895033907	-0.3566091736457237	0.29750625437845063
Kingella denitrificans ATCC 33394	0.2307848209434054	0.17141139505586345	-0.23881122470806337	-0.22785771769635577	-0.34525651654756306	-0.04038590242830376	0.5188515752430918	0.45117285522117845	0.2594429369416491	0.4254434300268405	0.4604680712747069	-0.3671931883316534	0.30323438736871866	0.4396112825473536	-0.5036755875373792	-0.3752435897621006	-0.3501642147118992	-0.058081199354245654	-0.37066031196295945	0.28258937313289856	0.22181346810087144	1.0	0.4347911185105089	0.2926859676022214	-0.47189915648976527	0.4049906805211194	0.41788798284395756	-0.42551140462141923	-0.332010318692156	-0.3500332178972783	-0.3355375447718716	-0.357263601361111	0.3464484219641842	0.4440595120987403	0.18912073548161168	-0.3841687535633402	0.24895879161735462	0.2841060545526346	0.34109342536029813	-0.2891866398541213	-0.37531438630894776	-0.2915663343549683	-0.29473230350831336	-0.41730102654506906	-0.2920619644191914	-0.4535122944429479	-0.09714285712470516
Lautropia mirabilis ATCC 51599	0.1707244305328007	0.41622214100602767	-0.28385184819698206	-0.3290468509471512	-0.4158826091445606	-0.08867008467970156	0.6630396453563031	0.48277160611920145	0.29462337025006824	0.658716878223353	0.4737789338763341	-0.5356579439252922	0.35658265670572975	0.6275502966006477	-0.5774543208723446	-0.5001273013389457	-0.48305927220565903	-0.03675045898942808	-0.48340856543842126	0.5349752709598126	0.30872652101557385	0.4347911185105089	1.0	0.14189657353699753	-0.5161352497223397	0.4722891419590387	0.534998282844352	-0.4484231282075468	-0.3545157675616504	-0.49561685629874747	-0.31854843065046645	-0.37091640159867	0.5470162333604154	0.6225171747904586	0.22116742477450296	-0.4064134381064757	0.3407239950989023	0.40505351558738456	0.6235812338005617	-0.49292589941183107	-0.4865835490071849	-0.48000845212594645	-0.4876238474625053	-0.5526406854887789	-0.48348954191871557	-0.5138781908752772	-0.07885991356969836
Leptotrichia buccalis C-1013-b	0.06555636805389803	0.20355815784382042	-0.10739167493268864	-0.27070307005504224	-0.27929753012001035	0.12854818380254626	0.3676564967573347	0.4291713409353428	0.21266135442552053	0.27770560476641826	0.3744313548418725	-0.2835792048648572	0.18233515262190986	0.26185279926256944	-0.40233199776619777	-0.14285076232583777	-0.2822536692366939	0.029910436210336153	-0.2974992922865669	0.07956676009664347	0.09840677605558443	0.29268596760222143	0.14189657353699764	1.0	-0.2853490667976851	0.4501285840064595	0.2611421220380933	-0.3569797177917017	-0.40844279196915445	-0.31376800314627384	-0.1667432988744053	-0.19861385264856252	0.13573473854201568	0.08855386627375748	-0.022753545039689176	-0.0548259184362174	0.07785723104225917	0.08876819860991322	0.1870795586236367	-0.24410886898125267	-0.2553751977872427	-0.18232239029393066	-0.19754729441665755	-0.17205179612032048	-0.21945881153425906	-0.15090434155996102	0.24810538598701165
Mogibacterium sp. CM50	-0.1787728384338935	-0.4174594062139314	0.28898313586195157	0.11158504958164411	0.3492229123762628	0.09111822405455558	-0.6238369734407507	-0.46734435063632157	-0.2538434967242202	-0.4918111203895141	-0.5910477211864016	0.5809736946594679	-0.41143301603091303	-0.5971034536770568	0.5007307434038482	0.4510922968648251	0.49368235958063533	-0.016310941937602068	0.3084034479122977	-0.43319608695386996	-0.3386018681217794	-0.4718991564897651	-0.5161352497223397	-0.2853490667976851	1.0	-0.535846469360983	-0.41400942685012476	0.5867314692546937	0.43270261242747904	0.6131831661003022	0.39597248705942056	0.524116244652373	-0.4585058808202235	-0.5286769340210575	-0.3629675511216167	0.6132473486434772	-0.3314273839741745	-0.2182403760787621	-0.5524004713348001	0.6054228093278987	0.5727031665475256	0.6142108729481961	0.4752843090500146	0.5387230716037981	0.5784700924370512	0.5005330945854192	0.032637701026853046
Neisseria elongata subsp. glycolytica ATCC 29315	0.29302876775037506	0.29588877951076986	-0.1965250465258093	-0.31651114272114456	-0.48653233083088254	0.013160388484684166	0.6254177527891907	0.5986768992786279	0.2218490370813625	0.47933031813503807	0.6213797533977192	-0.581401094819228	0.3287193058532568	0.5541688616913147	-0.5769538722035419	-0.3749081603813776	-0.5416258059839307	0.13735650611880823	-0.4684140627004161	0.3146941103183433	0.37131835642061684	0.4049906805211194	0.4722891419590387	0.4501285840064595	-0.535846469360983	1.0	0.510800067506929	-0.5231241669398805	-0.5079440800137172	-0.4801121065422849	-0.43307465353828634	-0.30038831599059956	0.26132395013784515	0.4093989569276092	0.29591918077106455	-0.3885611698361784	0.19014524790397075	0.39561742213884	0.5259769169061759	-0.4969856744499538	-0.5121964651536464	-0.3760124425947247	-0.4045857563989251	-0.4425988084700795	-0.4073000973719043	-0.38079970929682694	0.1051296404539426
Neisseria sicca ATCC 29256	0.08031028854885444	0.16873336038218895	-0.298704800998866	-0.36095276071248406	-0.3493519440151754	-0.08474206372301535	0.5316520837920806	0.41059631775800376	0.1441745845298153	0.45149901181483876	0.38541791428548355	-0.4097057200215566	0.20610258777067936	0.45387739989458464	-0.528459390788216	-0.33493424514756076	-0.4576736250719974	-0.04443986299869741	-0.4420640189676559	0.3901212564111013	0.3788612067795373	0.4178879828439575	0.5349982828443521	0.2611421220380933	-0.4140094268501248	0.510800067506929	1.0	-0.42869515470726827	-0.2576837460112601	-0.5180756474464243	-0.2431443727588401	-0.15235398685893303	0.29780060095355765	0.4906517918980745	0.15373973541893304	-0.287411309051418	0.2744856776247713	0.4584578358815786	0.5070922520210615	-0.3918921976257772	-0.46383795543138484	-0.4092816918127279	-0.394958421684614	-0.4216637462521914	-0.3729045000319431	-0.4853670633143119	0.14301680136574635
Parvimonas micra ATCC 33270	-0.1474578733152211	-0.28204009456928436	0.24038442965071039	0.20642104039077996	0.34392978880604963	0.06400301115107834	-0.5493265484247023	-0.5018055938580009	-0.16893925054022865	-0.4210813676007905	-0.4978169306031194	0.5830706984473284	-0.37985247905087616	-0.47450865976539014	0.6416413356001966	0.262815981221005	0.5456471715260341	-0.03270544236187107	0.3766135547399005	-0.3285755953250993	-0.2779120651994707	-0.4255114046214193	-0.4484231282075468	-0.3569797177917017	0.5867314692546937	-0.5231241669398805	-0.42869515470726827	1.0	0.5800693263497343	0.6275855627416249	0.28434125364483537	0.4028145145574893	-0.3296527876952181	-0.4292475823494756	-0.31268380898920867	0.36107564303012774	-0.3637097542336097	-0.2391552398505579	-0.4646930406569316	0.45819233876965215	0.47791465662026467	0.47960317250478074	0.3621532582729727	0.43188338791382436	0.40279328387968183	0.41079487071435045	0.012177687317106499
Parvimonas sp. oral taxon 110 str. F0139	-0.28156373337251983	-0.35000858684458913	0.265715470154794	0.27462558986703467	0.37738509056112124	-0.022291678506005955	-0.5149607414668895	-0.5370442771430726	-0.08527598998133096	-0.5010400949104616	-0.4811215308473581	0.46130578022470903	-0.31025319886891345	-0.4459615465706378	0.5300111692442098	0.21836441924403976	0.5133401280026708	-0.024496208218820335	0.34550351190250084	-0.18744832607293654	-0.1435020722236392	-0.3320103186921559	-0.35451576756165043	-0.4084427919691543	0.43270261242747904	-0.5079440800137172	-0.2576837460112601	0.5800693263497343	1.0	0.46397302037120275	0.2788893825091697	0.4330418376783455	-0.3471052129400803	-0.299786274820959	-0.10184185127013118	0.24498262172282415	-0.1894360219488135	-0.19701400569928645	-0.2693150803656641	0.36329044216503753	0.38679152985128507	0.4055514654657938	0.29778052516135134	0.3469452408769296	0.2866248028250597	0.2912129091586705	0.06804537080756244
Porphyromonas endodontalis ATCC 35406	-0.2221770361177836	-0.2689959697531925	0.3296688061769234	0.24887940382848112	0.4975284338530282	0.09236426084286978	-0.5432891940278425	-0.5052860594941031	-0.30962081684360643	-0.490854222623213	-0.5344866355581097	0.6030679029414154	-0.4081007300479941	-0.5072026162991343	0.640956707311167	0.47205839494103635	0.530774375659691	-0.08398293677378565	0.4279676394216406	-0.4560424058415123	-0.35827239463761945	-0.3500332178972783	-0.4956168562987475	-0.31376800314627384	0.6131831661003023	-0.48011210654228487	-0.5180756474464243	0.6275855627416251	0.46397302037120275	1.0	0.3985932534466068	0.3337068700266467	-0.4107931420222354	-0.40382128506559606	-0.31057201475878715	0.4560466757712519	-0.382287914414418	-0.38578480447034774	-0.5601903968839648	0.6231649094144391	0.6978697907200895	0.7616096952463495	0.5909014327016535	0.6703750540637106	0.6304281890128276	0.6247923629701928	-0.15269503028673037
Porphyromonas gingivalis W83	-0.29020593558771596	-0.2648550329735483	0.06089581037243512	0.09824466322182623	0.42124438388845953	-0.013463922407799077	-0.5014006046768543	-0.3902077408471822	-0.16376986714669423	-0.382481284431664	-0.5145806039024221	0.3129020018315696	-0.4000604881618035	-0.4085895749166048	0.4962344276752665	0.4826335417332792	0.289428070022679	0.024383154121021662	0.3735009588494109	-0.26697521036096306	-0.23306594075313047	-0.3355375447718716	-0.31854843065046634	-0.1667432988744053	0.39597248705942056	-0.4330746535382862	-0.2431443727588401	0.2843412536448354	0.2788893825091697	0.3985932534466068	1.0	0.09495026890399662	-0.41132270917073255	-0.3224080297916878	-0.28766089399938843	0.3263184892053607	-0.16956557327709737	-0.29859572331939366	-0.30024025618017336	0.5189517816443061	0.5307602855266302	0.5108115293154067	0.5907561016099618	0.5604816750170903	0.5098078893518014	0.40460686000084856	-0.11032323575548125
Prevotella oris C735	-0.1434457217114154	-0.3890238520120136	0.19232829188792058	0.10301863830547159	0.09818201946318264	0.10988869937831604	-0.39524865829197536	-0.3437938877303016	-0.19998544579381874	-0.3693298256021869	-0.3141398622705796	0.5173773112877262	-0.20912841262076184	-0.37507995554172324	0.2541286426627395	0.21400440950090915	0.4163932128863328	-0.09359366784012824	0.1506082981014177	-0.23294915400361757	0.019003763607850686	-0.357263601361111	-0.37091640159867	-0.19861385264856252	0.524116244652373	-0.30038831599059956	-0.15235398685893314	0.40281451455748934	0.4330418376783455	0.3337068700266467	0.09495026890399658	1.0	-0.3616910415296575	-0.2570455165515049	-0.11559592052776069	0.5324106975114585	-0.13551408004151794	-0.0628402741901183	-0.27336068055096574	0.23138312804463373	0.18508109039212078	0.27174318525028796	0.13891670676194834	0.2765970066182907	0.24840492025425095	0.2405848983301178	0.3244129821616429
Pseudopropionibacterium propionicum F0230a	0.21507736634226465	0.46366492457352637	-0.18218283294343024	-0.16296388675775214	-0.3009398924639638	-0.0809570057776493	0.5839429275717958	0.3353504078013173	0.20204845400811655	0.6151046993362675	0.4779473306921298	-0.41877195613000995	0.48279126936343464	0.579660604788151	-0.36421984665108087	-0.46989132196641914	-0.4351748272162057	-0.10814447331415715	-0.2708764632533092	0.3557945960562223	0.2125865659435233	0.34644842196418424	0.5470162333604153	0.13573473854201573	-0.45850588082022337	0.26132395013784515	0.29780060095355765	-0.32965278769521816	-0.3471052129400803	-0.41079314202223544	-0.4113227091707326	-0.3616910415296575	1.0	0.3961125078606352	0.2549526223264562	-0.4644628401156796	0.33589524219529265	0.24074574482215805	0.476443501546101	-0.3520105861637742	-0.31657649126577464	-0.36382145787308057	-0.4148654938819143	-0.4734893926225126	-0.36749272328375465	-0.4548497376587993	-0.13697957543525507
Rothia aeria	0.18108807483384998	0.33773369618697857	-0.2939402081901462	-0.20017623482533922	-0.32701711599931516	-0.12061495969360884	0.5354519097111063	0.3101841519733324	0.08188397561866637	0.48921704377714337	0.49134759033468245	-0.414010996546335	0.2912293248050121	0.570713879935748	-0.47875267160366464	-0.42056783760365907	-0.38866161993710524	-0.07958360238762584	-0.3919995632332454	0.2657477608157529	0.35074778718817323	0.4440595120987403	0.6225171747904588	0.0885538662737575	-0.5286769340210575	0.4093989569276093	0.49065179189807456	-0.4292475823494758	-0.2997862748209589	-0.4038212850655961	-0.3224080297916878	-0.257045516551505	0.3961125078606352	1.0	0.4294598532266274	-0.3798506001404004	0.21800690208445206	0.30816595833840554	0.5875394814520936	-0.4453324202441	-0.39870867814912847	-0.3568244298949472	-0.3835881398322296	-0.517969050179333	-0.43551067116036185	-0.45917232389444373	-0.08200092404443057
Rothia dentocariosa ATCC 17931	0.09853422845780013	-0.005744609466295536	-0.16461329384040713	0.14600602092351256	-0.19177269543017383	-0.027760294964400908	0.294317541775838	0.06632345386672012	0.09907165053425786	0.11604165430236504	0.36285275555610147	-0.24627615590217183	0.1534025127932484	0.2948677138017983	-0.2397697142555778	-0.19218109672160244	-0.13987860595098334	-0.026707756744337667	-0.23222849392136993	0.16214892254371577	0.26374061695628015	0.18912073548161168	0.22116742477450274	-0.022753545039689238	-0.3629675511216167	0.2959191807710646	0.15373973541893304	-0.31268380898920867	-0.10184185127013104	-0.31057201475878715	-0.28766089399938843	-0.11559592052776066	0.2549526223264562	0.4294598532266274	1.0	-0.32749574509930923	0.30427758548810946	0.15890164599239393	0.3798778601771972	-0.32722455530732164	-0.17448588414821242	-0.13472056344134992	-0.2564883863663054	-0.25041094193922436	-0.2937205741105632	-0.1920413201516702	0.09729870715362784
Selenomonas sputigena ATCC 35185	-0.33011724114473107	-0.31380210148496257	0.3318875105655975	0.05527703367329656	0.29036130829663426	0.2916065994917948	-0.4562282438372781	-0.3355568955270803	-0.20159195307554081	-0.44186419610331373	-0.38243688211542726	0.6086812829975992	-0.4200552942017063	-0.5355311775446525	0.30903518891365167	0.5266996393697372	0.4923003138451511	-0.2177566574921127	0.17015308891711878	-0.3943513764323332	-0.3666763020582292	-0.3841687535633401	-0.4064134381064756	-0.0548259184362174	0.6132473486434771	-0.3885611698361784	-0.287411309051418	0.36107564303012774	0.24498262172282415	0.4560466757712519	0.3263184892053607	0.5324106975114584	-0.4644628401156796	-0.3798506001404004	-0.32749574509930923	1.0	-0.4129075630297234	-0.3118074694792568	-0.5270151892765939	0.4682657931246236	0.44485376255898146	0.44683045720808795	0.4082220935339824	0.5166704644729183	0.5162816563120036	0.5009625293546985	0.07144083879308216
Streptococcus mitis bv. 2 str. F0392	0.24494132863396006	0.18552681765241263	-0.4203231288510352	0.010355000792329526	-0.31862894388688495	-0.09605029332085993	0.39692973953743316	0.2138313101905101	0.11773896885836307	0.36388746518346105	0.2047680835593068	-0.26082651710237814	0.24021026752640717	0.3460448785451442	-0.3405433286842614	-0.2472113573689561	-0.28658674504197945	0.009782809291916928	-0.17926073886720284	0.5298046444042499	0.24357968481980127	0.2489587916173547	0.3407239950989023	0.07785723104225917	-0.3314273839741745	0.19014524790397075	0.2744856776247713	-0.36370975423360974	-0.18943602194881343	-0.382287914414418	-0.16956557327709737	-0.1355140800415179	0.33589524219529265	0.21800690208445206	0.3042775854881095	-0.41290756302972365	1.0	0.31565922137693814	0.44590844792448303	-0.4371518855990619	-0.34078067725205147	-0.2692904220536893	-0.3617707030840008	-0.33973213687415404	-0.3544713728364912	-0.370440948509154	0.2414594615182491
Streptococcus oralis Uo5	0.17227086883461112	0.09200256757785688	-0.34800298501650984	-0.2958395464282234	-0.41217285156599526	-0.16283983654564627	0.39213959551281374	0.3173805828487418	0.09342540010894665	0.3416990183418843	0.2671035982567255	-0.3137106024476428	0.1700657352402467	0.3848066563995223	-0.40246723692425146	-0.4743326810329577	-0.3309746010074027	0.18946580861068707	-0.4661663757486757	0.48819988936930436	0.5818826550876486	0.2841060545526346	0.40505351558738456	0.08876819860991322	-0.2182403760787621	0.39561742213884	0.4584578358815786	-0.23915523985055787	-0.19701400569928648	-0.3857848044703478	-0.29859572331939366	-0.06284027419011828	0.24074574482215805	0.30816595833840554	0.15890164599239393	-0.3118074694792568	0.315659221376938	1.0	0.49893401265760995	-0.3935906465967024	-0.45253347383933595	-0.27976449783351215	-0.3745490741004982	-0.45340490805928296	-0.39206459675182026	-0.39013389272570337	0.26732557515679634
Streptococcus sanguinis SK36	0.24755189882656614	0.305548858734663	-0.3986663693539789	-0.23891364823000016	-0.5020498087495987	-0.2093782776203523	0.581665560671029	0.3871975590548795	0.2094125238435493	0.5797657853853058	0.5282684196860078	-0.5955510421439978	0.34072273122010166	0.629326369185673	-0.5360748971834308	-0.564030748278328	-0.45446986193255245	0.08241877580832287	-0.4354623463395524	0.5069396463683109	0.5033669494332176	0.3410934253602982	0.6235812338005617	0.18707955862363662	-0.5524004713348001	0.5259769169061759	0.5070922520210615	-0.4646930406569316	-0.2693150803656641	-0.5601903968839648	-0.30024025618017325	-0.27336068055096596	0.47644350154610104	0.5875394814520934	0.37987786017719716	-0.5270151892765939	0.44590844792448303	0.49893401265760995	1.0	-0.6012646162411793	-0.5430579208947566	-0.4595221099604091	-0.47774799882337093	-0.601122423191883	-0.5784341502175132	-0.5648741534346087	0.21994512773767727
Tannerella forsythia 92A2	-0.25934959458555185	-0.33785436211185105	0.4637405904442492	0.24186530721075666	0.6240042258125497	0.08554875574601807	-0.5465415297047737	-0.43648488852302963	-0.27382853187264466	-0.4816275392941145	-0.5080211091465071	0.4550121885663845	-0.34495866465089475	-0.5657387405840612	0.5589799546141854	0.45679524873491595	0.4293659378687754	0.03670634041531919	0.47247513766533056	-0.5021298526249104	-0.37149189630098667	-0.2891866398541213	-0.49292589941183107	-0.24410886898125267	0.6054228093278987	-0.49698567444995373	-0.3918921976257772	0.45819233876965215	0.3632904421650376	0.6231649094144391	0.5189517816443059	0.23138312804463373	-0.35201058616377395	-0.4453324202441	-0.32722455530732164	0.4682657931246236	-0.43715188559906193	-0.3935906465967025	-0.6012646162411792	1.0	0.7062700051044004	0.7534227722712827	0.6672696163535219	0.658676168028825	0.7390635859743451	0.5366895706759156	-0.24091669698591994
Thermovirga lienii DSM 17291	-0.2701307819088858	-0.2190390270425235	0.37304535124130844	0.31205103629652403	0.659525321930953	0.11203133595316937	-0.5044751175369351	-0.48575415480596906	-0.3515023157727196	-0.4310014997278113	-0.49845410428080894	0.4907561501724175	-0.3671753671297491	-0.525316397464773	0.6913450594719823	0.6444951960219446	0.4096397380463107	0.0510985049998368	0.5752445614468154	-0.45351637055062277	-0.43435373542199224	-0.37531438630894787	-0.4865835490071849	-0.2553751977872427	0.5727031665475256	-0.5121964651536464	-0.46383795543138484	0.47791465662026467	0.38679152985128507	0.6978697907200895	0.5307602855266301	0.18508109039212078	-0.3165764912657748	-0.39870867814912847	-0.17448588414821237	0.44485376255898157	-0.3407806772520514	-0.45253347383933584	-0.5430579208947566	0.7062700051044004	1.0	0.7662247848373418	0.6854356004353728	0.7386162163185737	0.7314502720830748	0.6650532790286895	-0.2150377165851527
Treponema denticola ATCC 35405	-0.11104509705428434	-0.2196928794517689	0.33007059518698734	0.2467337597576178	0.6696690127595737	0.15542358168684528	-0.48210667024779325	-0.39680439361576203	-0.29643275920108264	-0.4685640824612586	-0.4378996181753143	0.5425100067170858	-0.31276785281855807	-0.42845156266467677	0.6618648234279589	0.6050680070627219	0.5115725252019512	0.1863965026068422	0.5265721687083063	-0.41913346467100276	-0.2578904235870514	-0.2915663343549686	-0.4800084521259465	-0.18232239029393077	0.6142108729481961	-0.37601244259472494	-0.4092816918127279	0.4796031725047808	0.4055514654657939	0.7616096952463495	0.5108115293154067	0.27174318525028796	-0.3638214578730806	-0.3568244298949473	-0.13472056344134992	0.44683045720808795	-0.2692904220536893	-0.2797644978335119	-0.4595221099604091	0.7534227722712827	0.7662247848373416	1.0	0.8017591734211884	0.7635958888369123	0.7468343143920393	0.7315519760736093	-0.07262939746320438
Treponema maltophilum ATCC 51939	-0.18832143259862996	-0.25684602571132376	0.3468922542095149	0.17685890707901478	0.6127047337591807	0.05237209742147494	-0.5086850304268145	-0.3880155509947126	-0.317340766521943	-0.4636971074773336	-0.4755542399053938	0.4385867970118388	-0.4051297455785722	-0.4363181137704263	0.5734593210860268	0.5814798822017151	0.3739243245918426	0.10326351003949015	0.4826752527755188	-0.4448579286757659	-0.32782394350907956	-0.29473230350831336	-0.4876238474625053	-0.19754729441665755	0.4752843090500146	-0.4045857563989251	-0.39495842168461404	0.36215325827297273	0.29778052516135134	0.5909014327016535	0.5907561016099618	0.1389167067619484	-0.4148654938819144	-0.3835881398322296	-0.25648838636630544	0.4082220935339825	-0.3617707030840005	-0.3745490741004982	-0.47774799882337105	0.6672696163535218	0.6854356004353728	0.8017591734211884	1.0	0.6501879104589671	0.7910119995005227	0.6472163841635077	-0.17290114973079213
Treponema medium ATCC 700293	-0.2564985368571467	-0.22934146972579622	0.353572935137782	0.21548019583093056	0.5512344636179145	0.15840737912506522	-0.5063763232041365	-0.3805797707228732	-0.21010041966927578	-0.4932221672173587	-0.49105245980925116	0.517357943488122	-0.36601814007774325	-0.5767566092776863	0.6039271167980884	0.6926218482534685	0.4324481201773281	-0.038603074784805506	0.4402929691309944	-0.45444762068219063	-0.3376572648892312	-0.41730102654506906	-0.5526406854887789	-0.1720517961203205	0.5387230716037981	-0.44259880847007943	-0.42166374625219133	0.4318833879138244	0.3469452408769296	0.6703750540637106	0.5604816750170903	0.27659700661829084	-0.4734893926225126	-0.5179690501793329	-0.25041094193922436	0.5166704644729182	-0.3397321368741542	-0.45340490805928296	-0.601122423191883	0.6586761680288251	0.7386162163185737	0.7635958888369124	0.650187910458967	1.0	0.6803001149537142	0.7514074355840916	-0.028069722661466234
Treponema socranskii subsp. paredis ATCC 35535	-0.2235075366905132	-0.26291070591520127	0.41870844794909456	0.2514646348185072	0.6157876108673966	0.09182583371484114	-0.5085983343319888	-0.410441578376989	-0.33165972405468525	-0.43591173540026873	-0.49504099194872964	0.49938658783601275	-0.408186858199476	-0.5009333763231113	0.5922536956188145	0.6093085956692292	0.3804138826660285	0.0034714502087668637	0.5115825778703244	-0.417337051539009	-0.40422175895033907	-0.2920619644191913	-0.4834895419187155	-0.2194588115342591	0.5784700924370512	-0.40730009737190437	-0.372904500031943	0.4027932838796818	0.2866248028250597	0.6304281890128276	0.5098078893518013	0.24840492025425093	-0.36749272328375465	-0.4355106711603618	-0.2937205741105632	0.5162816563120036	-0.3544713728364912	-0.39206459675182026	-0.5784341502175132	0.7390635859743451	0.7314502720830749	0.7468343143920393	0.7910119995005227	0.6803001149537142	1.0	0.6319723149669518	-0.191216350637681
Treponema sp. OMZ 838	-0.31042581456276863	-0.2379102749266249	0.3017358640985853	0.18181907885595155	0.4525818523345957	0.18924111518441655	-0.451168389140419	-0.4024319928538486	-0.18846631901944821	-0.45283765425507394	-0.4435276533140583	0.45481886835537205	-0.43192568450968827	-0.505334124253009	0.5758313193848914	0.6127511151511328	0.3922690040120601	-0.01991545823251696	0.40674698813683857	-0.4887975080489616	-0.35660917364572375	-0.4535122944429479	-0.5138781908752772	-0.15090434155996105	0.5005330945854192	-0.380799709296827	-0.4853670633143119	0.4107948707143504	0.2912129091586705	0.6247923629701928	0.40460686000084856	0.2405848983301178	-0.4548497376587993	-0.45917232389444373	-0.19204132015167016	0.5009625293546986	-0.37044094850915393	-0.3901338927257033	-0.5648741534346087	0.5366895706759157	0.6650532790286895	0.7315519760736092	0.6472163841635077	0.7514074355840916	0.6319723149669518	1.0	-0.012407628464421025
Veillonella parvula DSM 2008	-0.03516040550341629	-0.24251380413622814	-0.12480716451494331	0.007109100057255303	-0.11564028707917084	-0.06440949787053704	0.0269963043803903	0.03885419201713426	0.10914422384117048	-0.07643850925373641	0.10863753701478576	0.025866629839832195	-0.07530351240634292	-0.09848442925586198	-0.17073093591902028	-0.030143890972509232	0.1404869988508189	0.027061813013679742	-0.20652681152430674	0.0657124851989726	0.29750625437845063	-0.09714285712470509	-0.07885991356969836	0.24810538598701165	0.032637701026853046	0.10512964045394253	0.14301680136574635	0.0121776873171065	0.06804537080756243	-0.15269503028673037	-0.11032323575548125	0.3244129821616429	-0.13697957543525507	-0.08200092404443057	0.09729870715362784	0.07144083879308216	0.2414594615182491	0.26732557515679634	0.21994512773767733	-0.24091669698591994	-0.2150377165851527	-0.07262939746320426	-0.17290114973079213	-0.028069722661466234	-0.19121635063768103	-0.012407628464421025	1.0
